"id","file_path","url","slug","title","meta_description","content_type","macrocluster","subcluster","category","tags","publication_date","last_updated","word_count","hub_url","pillar_url","internal_links_out","internal_links_in","orphan_status","canonical","status","intent","primary_keyword","secondary_keywords","search_console_status","optimization_status","freshness_status","duplicate_risk","cannibalization_risk","action_required","priority","notes"
"ART-0032","articles/copa-2026-nos-eua-visto-imigracao-brasileiros.html","https://familiausa1.com/articles/copa-2026-nos-eua-visto-imigracao-brasileiros.html","copa-2026-nos-eua-visto-imigracao-brasileiros","Copa de 2026 nos EUA: visto, FIFA Pass e imigração","Vai à Copa de 2026 nos EUA? Entenda visto americano, FIFA Pass, entrada no país, ICE, documentos e cuidados para brasileiros.","article","vistos","Visto americano","Visto americano","","2026-05-31","2026-05-31","1640","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","7","1","recebe links","https://familiausa1.com/articles/copa-2026-nos-eua-visto-imigracao-brasileiros.html","publicado","informacional/pratica","Copa de 2026 nos EUA: visto, FIFA Pass e imigração","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: vistos; saude"
"ART-0033","articles/cruzeiro-ainda-e-seguro-em-2026.html","https://familiausa1.com/articles/cruzeiro-ainda-e-seguro-em-2026.html","cruzeiro-ainda-e-seguro-em-2026","Cruzeiro ainda é seguro em 2026?","Cruzeiro ainda é seguro em 2026? Veja riscos reais, norovírus, vírus respiratórios, protocolos e cuidados antes de embarcar.","article","saude","saude em viagem e cruzeiro","Viagem e saúde","","2026-05-07","2026-05-22","877","/categorias/saude-nos-eua.html","/articles/seguro-saude-nos-eua-como-funciona-2026.html","5","0","orfao","https://familiausa1.com/articles/cruzeiro-ainda-e-seguro-em-2026.html","precisa atualizar","informacional","Cruzeiro ainda é seguro 2026?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","alta","clusters complementares: saude"
"ART-0034","articles/custo-de-vida-na-florida-2026-quanto-sobra.html","https://familiausa1.com/articles/custo-de-vida-na-florida-2026-quanto-sobra.html","custo-de-vida-na-florida-2026-quanto-sobra","Custo de vida na Flórida 2026: quanto sobra?","Veja o custo de vida na Flórida em 2026, gastos reais de uma família brasileira e quanto pode sobrar no fim do mês.","article","cidades","cidades da Florida","Custo de vida","","2026-04-27","2026-05-22","1351","/categorias/cidades-da-florida.html","/articles/cidades-da-florida-com-mais-brasileiros-2026.html","8","10","recebe links","https://familiausa1.com/articles/custo-de-vida-na-florida-2026-quanto-sobra.html","publicado","investigativa/comparativa","Custo de vida na Flórida 2026: quanto realmente sobra no final do mês?","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: custo de vida; familia e escola"
"ART-0035","articles/custo-de-vida-nos-eua-2026-atualizado.html","https://familiausa1.com/articles/custo-de-vida-nos-eua-2026-atualizado.html","custo-de-vida-nos-eua-2026-atualizado","Custo de vida nos EUA em 2026: aluguel, mercado, carro, saúde e orçamento | FamiliaUSA1","Guia completo do custo de vida nos EUA em 2026 para brasileiros: aluguel, mercado, carro, saúde, escola, contas, impostos, reserva e orçamento para solteiro, casal e família.","article","custo de vida","Custo de vida","Custo de vida","","2026-05-01","2026-06-04","1651","/categorias/custo-de-vida.html","/articles/custo-de-vida-nos-eua-2026-atualizado.html","8","45","recebe links","https://familiausa1.com/articles/custo-de-vida-nos-eua-2026-atualizado.html","publicado","informacional/pratica","Custo de vida nos EUA 2026: aluguel, mercado, carro, saúde e orçamento","","nao informado","sem acao recente registrada","atual","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: moradia; familia e escola"
"ART-0036","articles/davenport-ou-orlando-onde-morar-2026.html","https://familiausa1.com/articles/davenport-ou-orlando-onde-morar-2026.html","davenport-ou-orlando-onde-morar-2026","Davenport ou Orlando em 2026: aluguel, distância e vida real | FamiliaUSA1","Comparativo Davenport ou Orlando em 2026 para brasileiros: aluguel, custo de vida, distância, trabalho, escolas, carro, casas maiores e rotina familiar.","article","trabalho","Comparativo de cidades","Comparativo de cidades","","2026-06-02","2026-06-02","883","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","5","0","orfao","https://familiausa1.com/articles/davenport-ou-orlando-onde-morar-2026.html","precisa atualizar","decisao/comparativa","Davenport ou Orlando 2026: aluguel, distância e vida real para brasileir","","nao informado","sem acao recente registrada","atual","baixo","possivel sobreposicao: morar-em-davenport-florida-2026","avaliar diferenciacao editorial","alta","clusters complementares: cidades; custo de vida"
"ART-0037","articles/deerfield-beach-ou-pompano-beach-2026.html","https://familiausa1.com/articles/deerfield-beach-ou-pompano-beach-2026.html","deerfield-beach-ou-pompano-beach-2026","Deerfield Beach ou Pompano Beach em 2026: qual cidade faz mais sentido para brasileiros? | FamiliaUSA1","Comparativo Deerfield Beach ou Pompano Beach em 2026 para brasileiros: custo de vida, aluguel, comunidade brasileira, praia, trabalho, escolas, carro e Broward.","article","trabalho","Comparativo de cidades","Comparativo de cidades","","2026-06-02","2026-06-02","864","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","5","1","recebe links","https://familiausa1.com/articles/deerfield-beach-ou-pompano-beach-2026.html","precisa atualizar","decisao/comparativa","Deerfield Beach ou Pompano Beach 2026: qual cidade faz mais sentido para","","nao informado","sem acao recente registrada","atual","baixo","baixo","expandir ou atualizar","media","clusters complementares: cidades; custo de vida"
"ART-0038","articles/disney-orlando-2026-guia-brasileiros.html","https://familiausa1.com/articles/disney-orlando-2026-guia-brasileiros.html","disney-orlando-2026-guia-brasileiros","Disney Orlando 2026: guia para brasileiros de primeira viagem","Guia Disney Orlando 2026 para brasileiros: parques, crianças, custos, alimentação, mochila, inglês e erros de primeira viagem.","article","orlando e viagem","Orlando e Disney","Orlando e Disney","","2026-05-19","2026-05-22","891","/categorias/orlando-e-viagem.html","/articles/guia-completo-orlando-2026-brasileiros.html","9","3","recebe links","https://familiausa1.com/articles/disney-orlando-2026-guia-brasileiros.html","precisa atualizar","informacional/pratica","Disney Orlando 2026: guia para brasileiros que vão pela primeira vez","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: custo de vida; orlando e viagem"
"ART-0039","articles/documentos-entrevista-visto-americano-2026.html","https://familiausa1.com/articles/documentos-entrevista-visto-americano-2026.html","documentos-entrevista-visto-americano-2026","Documentos para entrevista do visto americano em 2026","Veja quais documentos levar para a entrevista do visto americano em 2026: passaporte, DS-160, renda, trabalho, estudo e vínculos.","article","vistos","Visto americano","Visto americano","","2026-05-19","2026-05-22","1094","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","9","7","recebe links","https://familiausa1.com/articles/documentos-entrevista-visto-americano-2026.html","publicado","informacional/pratica","Documentos para entrevista do visto americano 2026: checklist para brasi","","nao informado","sem acao recente registrada","revisar freshness","baixo","possivel sobreposicao: entrevista-visto-americano-perguntas-erros-comuns-2026","avaliar diferenciacao editorial","baixa","clusters complementares: trabalho; saude"
"ART-0040","articles/documentos-para-imigrar-para-os-eua.html","https://familiausa1.com/articles/documentos-para-imigrar-para-os-eua.html","documentos-para-imigrar-para-os-eua","Documentos para imigrar para os EUA: checklist 2026","Veja documentos para imigrar para os EUA, DS-160, entrevista do visto americano, tipos de visto e checklist de viagem.","article","imigracao","Imigração para brasileiros","Imigração para brasileiros","","2026-05-01","2026-05-22","1403","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","10","14","recebe links","https://familiausa1.com/articles/documentos-para-imigrar-para-os-eua.html","publicado","informacional/pratica","Documentos para imigrar para os EUA: checklist completo 2026","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: vistos; orlando e viagem"
"ART-0041","articles/documentos-para-pedir-asilo-nos-eua.html","https://familiausa1.com/articles/documentos-para-pedir-asilo-nos-eua.html","documentos-para-pedir-asilo-nos-eua","Documentos para pedir asilo nos EUA: checklist de provas | FamiliaUSA1","Veja quais documentos e provas podem ajudar em um pedido de asilo nos EUA: declaração, ameaças, boletins, laudos, testemunhas, traduções e erros comuns.","article","imigracao","Imigração e legalização","Imigração e legalização","","2026-05-31","2026-05-31","1737","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","3","1","recebe links","https://familiausa1.com/articles/documentos-para-pedir-asilo-nos-eua.html","publicado","informacional/pratica","Documentos para pedir asilo nos EUA: checklist de provas, relatos e cuid","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: asilo e processos; familia e escola"
"ART-0042","articles/e-facil-se-legalizar-nos-eua.html","https://familiausa1.com/articles/e-facil-se-legalizar-nos-eua.html","e-facil-se-legalizar-nos-eua","É fácil se legalizar nos EUA? Entenda em 2026","É fácil se legalizar nos EUA? Veja caminhos reais, green card, asilo, trabalho, casamento, custos, prazos e erros comuns.","article","imigracao","Imigração e legalização","Imigração e legalização","","2026-05-01","2026-05-22","1245","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","10","22","recebe links","https://familiausa1.com/articles/e-facil-se-legalizar-nos-eua.html","publicado","informacional","É fácil se legalizar nos Estados Unidos? Entenda a realidade 2026","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: green card; asilo e processos"
"ART-0043","articles/e-perigoso-morar-nos-eua.html","https://familiausa1.com/articles/e-perigoso-morar-nos-eua.html","e-perigoso-morar-nos-eua","É perigoso morar nos EUA? Veja a realidade","É perigoso morar nos EUA? Veja segurança, violência, golpes, diferenças por cidade, escolas e cuidados para brasileiros.","article","familia e escola","escola e filhos","Segurança nos EUA","","2026-05-06","2026-05-22","884","/categorias/familia-filhos.html","/articles/como-matricular-filho-na-escola-nos-eua.html","7","7","recebe links","https://familiausa1.com/articles/e-perigoso-morar-nos-eua.html","precisa atualizar","decisao/comparativa","É perigoso morar nos EUA? Veja a realidade","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: saude"
"ART-0044","articles/emergencia-medica-nos-eua-er-urgent-care.html","https://familiausa1.com/articles/emergencia-medica-nos-eua-er-urgent-care.html","emergencia-medica-nos-eua-er-urgent-care","Emergência médica nos EUA: ER e urgent care","Entenda ER, urgent care, seguro saúde, custos e cuidados para brasileiros evitarem sustos médicos nos EUA.","article","saude","saude nos EUA","Saúde nos EUA","","2026-05-21","2026-05-22","863","/categorias/saude-nos-eua.html","/articles/seguro-saude-nos-eua-como-funciona-2026.html","6","16","recebe links","https://familiausa1.com/articles/emergencia-medica-nos-eua-er-urgent-care.html","precisa atualizar","informacional","Emergência médica nos EUA: quando ir ao ER, urgent care e como evitar su","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: saude"
"ART-0045","articles/emigrar-para-os-eua-em-2026.html","https://familiausa1.com/articles/emigrar-para-os-eua-em-2026.html","emigrar-para-os-eua-em-2026","10 Coisas Antes de Emigrar Para os EUA em 2026 | FamiliaUSA1","Pensando em emigrar para os EUA em 2026? Veja verdades sobre adaptação, trabalho, custo de vida, idioma e vida de imigrante.","article","imigracao","Imigração consciente","Imigração consciente","","2026-04-28","2026-05-22","1027","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","10","4","recebe links","https://familiausa1.com/articles/emigrar-para-os-eua-em-2026.html","publicado","informacional","10 Coisas Que Você Precisa Saber Antes de Emigrar Para os EUA 2026","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: trabalho; custo de vida"
"ART-0046","articles/entrevista-visto-americano-perguntas-erros-comuns-2026.html","https://familiausa1.com/articles/entrevista-visto-americano-perguntas-erros-comuns-2026.html","entrevista-visto-americano-perguntas-erros-comuns-2026","Entrevista do visto americano: perguntas e erros comuns","Veja perguntas comuns na entrevista do visto americano, como responder com clareza e os erros que brasileiros devem evitar em 2026.","article","vistos","Visto americano","Visto americano","","2026-05-19","2026-05-22","1259","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","9","5","recebe links","https://familiausa1.com/articles/entrevista-visto-americano-perguntas-erros-comuns-2026.html","publicado","informacional/pratica","Entrevista do visto americano: perguntas comuns e erros que brasileiros","","nao informado","sem acao recente registrada","revisar freshness","baixo","possivel sobreposicao: documentos-entrevista-visto-americano-2026","avaliar diferenciacao editorial","baixa","clusters complementares: saude"
